id;tipo
1;Citação
2;Conhecimento
3;Contestação
4;Cumprimento de acordo
5;Execução de honrários sucumbenciais
6;Executória
7;Inicial
8;Inquérito Policial
9;Instrução
10;Investigação administrativa
11;Julgamento
12;Liquidação
13;Probatória
14;Recursal
15;Sentença
16;Uma
